StartDate,EndDate,ResponseId,Appliances-Score,Interio-Score,Interio-Text,Interio-Text_Negative,Interio-Text_Neutral,Interio-Text_Positive,Interio_label,City,Age,Gender,Education,NCCS categorization,Occupation,Household Income,Marrital Status,Household Ages,Household Volume,product,price,range,availability,reviews,servicing,brand,experience
06-10-22 1:33,06-10-22 1:50,R_3nVmdTrrXAqihLk,9.0,,,0.0,0.528188825,0.0,,Lucknow,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,,,,,,,,,
06-10-22 1:34,06-10-22 1:51,R_RJoLdlgCKl4DUIh,9.0,8.0,Godrej deserve this score because it's provoid best products and services ,0.006990832,0.096370377,0.896638751,Positive,Lucknow,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Personal computer/ Laptop",Shop or Store Owner,Below 5 Lacs,"Married, with kid(s)",Below 10 years old,,,,,,,,,
06-10-22 1:34,06-10-22 1:52,R_cOMW5UYDGbVsTCx,8.0,,,0.0,0.528188825,0.0,,Bangalore,36-40,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",5-10 Lacs,"Married, with kid(s)",10-15 years old,,,,,,,,,
06-10-22 1:42,06-10-22 1:52,R_11iNiQsBPuAyKTy,,,,0.0,0.528188825,0.0,,Bangalore,31-35,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,15-20 Lacs,"Married, with kid(s)",Below 10 years old,,,,,,,,,
06-10-22 1:46,06-10-22 1:52,R_30qpqBqNshiTXLG,,,,0.0,0.528188825,0.0,,New Delhi NCR,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,15-20 Lacs,"Married, no kids ",,,,,,,,,,
06-10-22 1:33,06-10-22 1:53,R_2v5HQZzQBxxXOuC,,10.0,,0.0,0.528188825,0.0,,Kolkata,18-21,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Student,,"Single (includes divorced/ widowed), no kids ",,,,,,,,,,
06-10-22 1:40,06-10-22 1:53,R_1BSkmwFdNjr6Yb7,10.0,9.0,Because I have used it's products and according to me these offer best services ,0.003998978,0.077919126,0.91808188,Positive,Bangalore,22-25,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Student,,"Single (includes divorced/ widowed), no kids ",,,,,,,,,,
06-10-22 1:48,06-10-22 1:54,R_2bWyOTGKTjB3GO5,,,,0.0,0.528188825,0.0,,Mumbai,26-30,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Shop or Store Owner,20-25 Lacs,"Married, with kid(s)",10-15 years old,,,,,,,,,
06-10-22 1:45,06-10-22 1:54,R_1i2TX5w6Zmy94HQ,,9.0,It is a perfect brand.. It's products are of amazing quality.,0.001684551,0.012780849,0.985534549,Positive,Mumbai,22-25,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator",Executive-Middle/ Senior management,5-10 Lacs,"Married, with kid(s)",Below 10 years old,,positive,,,,,,positive,
06-10-22 1:48,06-10-22 1:54,R_3s0mdtZ3n64dJxJ,,,,0.0,0.528188825,0.0,,Ahmedabad,36-40,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine",Importer or Trader,Below 5 Lacs,"Married, with kid(s)",10-15 years old,,,,,,,,,
06-10-22 1:39,06-10-22 1:55,R_24iP9aiMZu2yWCV,5.0,,,0.0,0.528188825,0.0,,Mumbai,26-30,Male,SSC / HSC,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Personal computer/ Laptop",Other occupations,5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,,,,,,,,,
06-10-22 1:46,06-10-22 1:55,R_5p6CmoJFYEK8qwV,,,,0.0,0.528188825,0.0,,Mumbai,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Junior/ Supervisory,5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,,,,,,,,,
06-10-22 1:48,06-10-22 1:55,R_3jcd1kjVTjjRu2d,,,,0.0,0.528188825,0.0,,Lucknow,36-40,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Business owner or Industrialist with 1-49 employees,10-15 Lacs,"Married, with kid(s)",Above 20 years old,,,,,,,,,
06-10-22 1:41,06-10-22 1:55,R_1IK5GhtEEU0a6Op,,,,0.0,0.528188825,0.0,,Lucknow,31-35,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,20-25 Lacs,"Married, with kid(s)",Below 10 years old,,,,,,,,,
06-10-22 1:44,06-10-22 1:55,R_V3ApepQcClTFjG1,,8.0,I like that brand because it gives very good quality products,0.002082242,0.016218677,0.981699109,Positive,Hyderabad,22-25,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator",Student,,"Married, no kids ",,,positive,,,,,,positive,
06-10-22 1:47,06-10-22 1:56,R_1N38zW7rocGReNx,0.0,5.0,Godrej is not have good features and stores,0.585514903,0.37700066,0.037484385,Neutral,Kolkata,22-25,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Executive-Junior/ Supervisory,5-10 Lacs,"Married, no kids ",,,neutral,,,neutral,,,,
06-10-22 1:51,06-10-22 1:56,R_3JaONBlzT0vwe7S,,10.0,Really very good brand ,0.004198803,0.053299643,0.942501545,Positive,Kolkata,36-40,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,,,,,,,,positive,
06-10-22 1:43,06-10-22 1:57,R_1LbaCvE9YUrWq9V,,10.0,Its quality is very good,0.003203285,0.03635671,0.96044004,Positive,Kolkata,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,10-15 Lacs,"Married, with kid(s)",Below 10 years old,,positive,,,,,,,
06-10-22 1:48,06-10-22 1:57,R_2wHqp96vyqkAPra,,10.0,Quality assurance ,0.117234357,0.691468716,0.191296905,Neutral,New Delhi NCR,31-35,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,25-30 Lacs,"Married, with kid(s)",10-15 years old,,neutral,,,,,,,
06-10-22 1:47,06-10-22 1:58,R_2OTrhwDv53x3QQR,,9.0,it has different types of products and has very good models,0.003459117,0.073714487,0.92282635,Positive,Hyderabad,22-25,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,15-20 Lacs,"Single (includes divorced/ widowed), no kids ",,,,,,,,,,
06-10-22 1:49,06-10-22 1:59,R_zdLDLPnisr2KsIp,,10.0,I like the products because it's safe and secure ,0.00412086,0.061344009,0.934535146,Positive,Bangalore,22-25,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Business owner or Industrialist with 50 or more employees,15-20 Lacs,"Married, with kid(s)",Below 10 years old,,,,,,,,,
06-10-22 1:34,06-10-22 2:00,R_2ROFaLzaPJMcRSZ,,10.0,"Because i know very well about Godrej.
",0.047014725,0.698958457,0.25402683,Neutral,Bangalore,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,15-20 Lacs,"Single (includes divorced/ widowed), no kids ",,,,,,,,,,
06-10-22 1:46,06-10-22 2:00,R_3nvE6KbmZD41nLb,7.0,10.0,Their products was very good and long lasting and modern,0.001399146,0.015495276,0.9831056,Positive,Kochi,31-35,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Other occupations,5-10 Lacs,"Married, with kid(s)",Below 10 years old,,positive,,,,,,,
06-10-22 1:49,06-10-22 2:01,R_2S78P6MaDjh52xz,,,,0.0,0.528188825,0.0,,Bangalore,31-35,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Executive-Junior/ Supervisory,5-10 Lacs,"Married, no kids ",,,,,,,,,,
06-10-22 1:45,06-10-22 2:01,R_24BmOL9180RoPSK,8.0,,,0.0,0.528188825,0.0,,Hyderabad,31-35,Female,SSC / HSC,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine",Not working,,"Married, with kid(s)",10-15 years old,,,,,,,,,
06-10-22 1:45,06-10-22 2:04,R_2xKMoObKLOUPl8f,5.0,,,0.0,0.528188825,0.0,,Bangalore,31-35,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Personal computer/ Laptop",Service (Rural or Urban),5-10 Lacs,"Married, with kid(s)",Below 10 years old,,,,,,,,,
06-10-22 1:52,06-10-22 2:05,R_1dnRUPEHh3UOq63,8.0,,,0.0,0.528188825,0.0,,Hyderabad,18-21,Female,Some College (Incl Diploma) but not Grad ,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Washing machine",Student,,"Single (includes divorced/ widowed), no kids ",,,,,,,,,,
06-10-22 1:59,06-10-22 2:06,R_2tfKBmIrTuRsjtD,,9.0,It is little bit expensive ,0.51493907,0.445712924,0.039347999,Neutral,Bangalore,31-35,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Business owner or Industrialist with 1-49 employees,10-15 Lacs,"Married, with kid(s)",Below 10 years old,,,,,,,,,
06-10-22 1:58,06-10-22 2:06,R_3JIQ1XKHSjF1SO2,10.0,10.0,Excellent feedback from neighbours,0.010193851,0.263756335,0.726049781,Positive,Ahmedabad,31-35,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Executive-Junior/ Supervisory,5-10 Lacs,"Married, with kid(s)",Below 10 years old,,,,,,,,,
06-10-22 1:51,06-10-22 2:07,R_RtaZ7sr43nV6ujL,,9.0,I love the performance,0.002875607,0.009011689,0.988112629,Positive,Bangalore,22-25,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",25-30 Lacs,"Single (includes divorced/ widowed), no kids ",,,,,,,,,,
06-10-22 1:56,06-10-22 2:09,R_2TvOwhncDzMraqi,,,,0.0,0.528188825,0.0,,Kochi,26-30,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,10-15 Lacs,"Married, with kid(s)",Below 10 years old,,,,,,,,,
06-10-22 1:54,06-10-22 2:10,R_3p5XXW9gwqy8L24,9.0,10.0,Godrej has its own style in making furnitures,0.060034189,0.857487142,0.082478754,Neutral,Hyderabad,22-25,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,,,,,,,,,
06-10-22 1:56,06-10-22 2:10,R_TblxLNBLoaQAAPT,8.0,,,0.0,0.528188825,0.0,,Bangalore,31-35,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Executive-Junior/ Supervisory,10-15 Lacs,"Single (includes divorced/ widowed), no kids ",,,,,,,,,,
06-10-22 1:49,06-10-22 2:10,R_27EaibI8KMBjiaX,9.0,6.0,"Because i love their products and their quality
",0.005293956,0.025863795,0.968842208,Positive,Kochi,22-25,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Refrigerator,Washing machine,Car/ Jeep/ Van,Air Conditioner",Not working,,"Single (includes divorced/ widowed), no kids ",,,positive,,,,,,,
06-10-22 1:57,06-10-22 2:12,R_3nOufgL1Z4abewP,,10.0,Good product ,0.008755844,0.101533532,0.889710605,Positive,Hyderabad,18-21,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Shop or Store Owner,10-15 Lacs,"Single (includes divorced/ widowed), no kids ",,,,,,,,,,
06-10-22 1:59,06-10-22 2:13,R_2fE4M1ySPU1Jy1q,,,,0.0,0.528188825,0.0,,Kochi,26-30,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Government official,10-15 Lacs,"Married, with kid(s)","Below 10 years old,10-15 years old",,,,,,,,,
06-10-22 2:08,06-10-22 2:15,R_2n6WFTKzanIzkXv,,9.0,Most trustworthy company,0.006779604,0.145751312,0.847469032,Positive,Kochi,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Executive-Middle/ Senior management,5-10 Lacs,"Married, no kids ",,,,,,,,,positive,
06-10-22 8:57,06-10-22 9:04,R_3iUL5giLq7U6dIt,,,,0.0,0.528188825,0.0,,Bangalore,36-40,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,15-20 Lacs,"Married, with kid(s)",Above 20 years old,,,,,,,,,
06-10-22 8:58,06-10-22 9:06,R_3gSGIYrNrxpEgXk,,10.0,Good quality ,0.021729874,0.266707003,0.71156317,Positive,Mumbai,26-30,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine",Executive-Middle/ Senior management,5-10 Lacs,"Married, no kids ",,,positive,,,,,,,
06-10-22 8:58,06-10-22 9:07,R_ctFQGA2rlyK6icx,10.0,,,0.0,0.528188825,0.0,,Lucknow,22-25,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",25-30 Lacs,"Single (includes divorced/ widowed), no kids ",,,,,,,,,,
06-10-22 8:57,06-10-22 9:10,R_3OQKUTJXhGBsOZ3,,,,0.0,0.528188825,0.0,,New Delhi NCR,22-25,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Personal computer/ Laptop,Car/ Jeep/ Van",Government official,5-10 Lacs,"Married, no kids ",,,,,,,,,,
06-10-22 9:01,06-10-22 9:11,R_e8KomyuJwUUFgDn,,,,0.0,0.528188825,0.0,,Bangalore,18-21,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Student,,"Single (includes divorced/ widowed), no kids ",,,,,,,,,,
06-10-22 8:57,06-10-22 9:11,R_3nORlopikiEwMWY,5.0,,,0.0,0.528188825,0.0,,New Delhi NCR,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Shop or Store Owner,5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,,,,,,,,,
06-10-22 9:00,06-10-22 9:11,R_2e3D2Eoa7kjIzOk,,,,0.0,0.528188825,0.0,,New Delhi NCR,26-30,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Other occupations,20-25 Lacs,"Married, with kid(s)",Below 10 years old,,,,,,,,,
06-10-22 8:57,06-10-22 9:14,R_s4F5xg4uzhV0KDD,10.0,,,0.0,0.528188825,0.0,,Kolkata,46-50,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Government official,15-20 Lacs,"Married, with kid(s)","10-15 years old,16-20 years old,Above 20 years old",,,,,,,,,
06-10-22 8:57,06-10-22 9:16,R_3foy2TPDCE4FQC1,10.0,10.0,Because its the best and very old company in india its very trustable company I can use the appliances of this company,0.001950911,0.022017997,0.976031125,Positive,Mumbai,26-30,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Executive-Middle/ Senior management,10-15 Lacs,"Married, no kids ",,,,,,,,,positive,
06-10-22 8:58,06-10-22 9:17,R_uenIcNdo03bio9P,,10.0,Because of Trustworthy and beautiful furniture.,0.003648243,0.100096375,0.896255374,Positive,Mumbai,41-45,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,10-15 Lacs,"Married, with kid(s)",Below 10 years old,,,,,,,,positive,
06-10-22 8:58,06-10-22 9:18,R_247uKdNGSRqMdEW,6.0,3.0,Servicing is very poor ,0.878388643,0.111682467,0.009928864,Negative,Kochi,31-35,Female,Some College (Incl Diploma) but not Grad ,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Refrigerator,Personal computer/ Laptop",Other occupations,Below 5 Lacs,"Married, with kid(s)",10-15 years old,,,,,,,negative,,
06-10-22 9:14,06-10-22 9:18,R_QmFEpAZK5CvyGuR,9.0,,,0.0,0.528188825,0.0,,Chennai,46-50,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Executive-Middle/ Senior management,Below 5 Lacs,"Married, with kid(s)","10-15 years old,16-20 years old",,,,,,,,,
