StartDate,EndDate,ResponseId,Appliances-Score,Interio-Score,Interio-Text,Interio-Text_Negative,Interio-Text_Neutral,Interio-Text_Positive,Interio_label,City,Age,Gender,Education,NCCS categorization,Occupation,Household Income,Marrital Status,Household Ages,Household Volume
05-10-2022 09:41,05-10-2022 09:49,R_3qakvSdoFloxWUz,,,,0.2395022064,0.5281888843,0.0,,New Delhi NCR,46-50,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",10-15 Lacs,"Married, with kid(s)",16-20 years old,
05-10-2022 09:42,05-10-2022 09:49,R_3hltbDir3mA9i4Z,,4.0,It is good,0.0035234808,0.0291051418,0.9673714042,Promoter,New Delhi NCR,22-25,Male,Graduation/ Post Graduation: General,"Electricity connection,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",25-30 Lacs,"Single (includes divorced/ widowed), with kid(s)",Above 20 years old,
05-10-2022 09:33,05-10-2022 09:49,R_xsISHoKx0gtM6DD,,8.0,Top brand ,0.0282591209,0.3517924845,0.6199483275,passive,Bangalore,31-35,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Personal computer/ Laptop,Car/ Jeep/ Van",Executive-Middle/ Senior management,Above 35 Lacs,"Single (includes divorced/ widowed), no kids ",,
05-10-2022 09:33,05-10-2022 09:50,R_6LjM4UtXnOCGtFf,,,,0.2395022064,0.5281888843,0.0,,New Delhi NCR,31-35,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,Above 35 Lacs,"Married, with kid(s)",Below 10 years old,
05-10-2022 09:43,05-10-2022 09:52,R_3oGDkAJAHczmmWI,,,,0.2395022064,0.5281888843,0.0,,New Delhi NCR,31-35,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Importer or Trader,25-30 Lacs,"Married, with kid(s)",10-15 years old,
05-10-2022 09:38,05-10-2022 09:52,R_2wylJ6TPHhIcvyF,,,,0.2395022064,0.5281888843,0.0,,Lucknow,41-45,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Air Conditioner",Executive-Middle/ Senior management,20-25 Lacs,"Married, with kid(s)","Below 10 years old,10-15 years old",
05-10-2022 09:49,05-10-2022 09:55,R_0MXae7lYPl47JM5,,,,0.2395022064,0.5281888843,0.0,,Mumbai,36-40,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,10-15 Lacs,"Married, with kid(s)",10-15 years old,
05-10-2022 09:46,05-10-2022 10:00,R_eD9JqD2FXnz8MCZ,,,,0.2395022064,0.5281888843,0.0,,New Delhi NCR,26-30,Female,Graduation/ Post Graduation: Professional,"Electricity connection,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Executive-Middle/ Senior management,25-30 Lacs,"Single (includes divorced/ widowed), no kids ",,
05-10-2022 09:42,05-10-2022 10:03,R_3qBur6UqMimP68a,,,,0.2395022064,0.5281888843,0.0,,Hyderabad,36-40,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Air Conditioner",Executive-Junior/ Supervisory,5-10 Lacs,"Married, with kid(s)",Below 10 years old,
06-10-2022 01:27,06-10-2022 01:36,R_2yqklpZhnUnVkcE,,,,0.2395022064,0.5281888843,0.0,,New Delhi NCR,31-35,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,20-25 Lacs,"Married, with kid(s)",Below 10 years old,
06-10-2022 01:33,06-10-2022 01:40,R_1eRvEsjqQgns0ME,,8.0,Good ,0.0273889471,0.2357887477,0.7368222475,Promoter,New Delhi NCR,41-45,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,
06-10-2022 01:33,06-10-2022 01:40,R_2RPsS3KmWwV6sif,10.0,10.0,I like the quality of their products ,0.0048175016,0.054609444,0.9405730963,Promoter,Hyderabad,26-30,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,20-25 Lacs,"Single (includes divorced/ widowed), no kids ",,
06-10-2022 01:30,06-10-2022 01:43,R_SUE9iWVm6j6qiat,10.0,,,0.2395022064,0.5281888843,0.0,,Mumbai,26-30,Female,Some College (Incl Diploma) but not Grad ,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Refrigerator,Washing machine,Air Conditioner","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",Below 5 Lacs,"Single (includes divorced/ widowed), no kids ",,
06-10-2022 01:33,06-10-2022 01:44,R_3M40qmhxGyIkA3m,9.0,,,0.2395022064,0.5281888843,0.0,,Lucknow,41-45,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,Below 5 Lacs,"Married, with kid(s)",Below 10 years old,
06-10-2022 01:33,06-10-2022 01:44,R_3dXMfj9RyTnFt0o,,10.0,The brand name is good enough,0.0115782404,0.1497333497,0.8386884332,Promoter,Mumbai,26-30,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,15-20 Lacs,"Married, with kid(s)",Below 10 years old,
06-10-2022 01:33,06-10-2022 01:46,R_BQg5NXPjulyWarv,,,,0.2395022064,0.5281888843,0.0,,Mumbai,18-21,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Shop or Store Owner,5-10 Lacs,"Married, no kids ",,
06-10-2022 01:42,06-10-2022 01:47,R_1OjJaWPEULAmF4t,,,,0.2395022064,0.5281888843,0.0,,Mumbai,26-30,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,Above 35 Lacs,"Married, with kid(s)",Below 10 years old,
06-10-2022 01:33,06-10-2022 01:47,R_C4bTnfph1SYZkqd,,8.0,Godrej is well known brand in India and furniture is also good quality ,0.0036451144,0.1145437285,0.8818110824,Promoter,Pune,18-21,Male,Some College (Incl Diploma) but not Grad ,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Student,,"Single (includes divorced/ widowed), no kids ",,
06-10-2022 01:35,06-10-2022 01:49,R_4GymAkYDr5b1sAh,10.0,,,0.2395022064,0.5281888843,0.0,,Mumbai,26-30,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Air Conditioner",Executive-Middle/ Senior management,Below 5 Lacs,"Married, with kid(s)",Below 10 years old,
06-10-2022 01:34,06-10-2022 01:49,R_21nvOH32OjOGiSJ,10.0,,,0.2395022064,0.5281888843,0.0,,Chennai,36-40,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,5-10 Lacs,"Married, with kid(s)","Below 10 years old,10-15 years old",
06-10-2022 01:34,06-10-2022 01:50,R_3QRaiaFF9lQSkVe,7.0,7.0,,0.2395022064,0.5281888843,0.0,,Chennai,22-25,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Personal computer/ Laptop",Executive-Junior/ Supervisory,Below 5 Lacs,"Single (includes divorced/ widowed), no kids ",,
06-10-2022 01:44,06-10-2022 01:50,R_3J3fjiggLwd1KFy,8.0,,,0.2395022064,0.5281888843,0.0,,New Delhi NCR,26-30,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,10-15 Lacs,"Married, with kid(s)",Below 10 years old,
06-10-2022 01:33,06-10-2022 01:50,R_3nVmdTrrXAqihLk,9.0,,,0.2395022064,0.5281888843,0.0,,Lucknow,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,
06-10-2022 01:34,06-10-2022 01:51,R_RJoLdlgCKl4DUIh,9.0,8.0,Godrej deserve this score because it's provoid best products and services ,0.0069908244,0.0963703021,0.8966388702,Promoter,Lucknow,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Personal computer/ Laptop",Shop or Store Owner,Below 5 Lacs,"Married, with kid(s)",Below 10 years old,
06-10-2022 01:34,06-10-2022 01:52,R_cOMW5UYDGbVsTCx,8.0,,,0.2395022064,0.5281888843,0.0,,Bangalore,36-40,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van","Self-employed profession. Eg: Doctor, Lawyer, Chartered Accountant",5-10 Lacs,"Married, with kid(s)",10-15 years old,
06-10-2022 01:42,06-10-2022 01:52,R_11iNiQsBPuAyKTy,,,,0.2395022064,0.5281888843,0.0,,Bangalore,31-35,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,15-20 Lacs,"Married, with kid(s)",Below 10 years old,
06-10-2022 01:46,06-10-2022 01:52,R_30qpqBqNshiTXLG,,,,0.2395022064,0.5281888843,0.0,,New Delhi NCR,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,15-20 Lacs,"Married, no kids ",,
06-10-2022 01:33,06-10-2022 01:53,R_2v5HQZzQBxxXOuC,,10.0,,0.2395022064,0.5281888843,0.0,,Kolkata,18-21,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Student,,"Single (includes divorced/ widowed), no kids ",,
06-10-2022 01:40,06-10-2022 01:53,R_1BSkmwFdNjr6Yb7,10.0,9.0,Because I have used it's products and according to me these offer best services ,0.003998979,0.077919066,0.9180820584,Promoter,Bangalore,22-25,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Student,,"Single (includes divorced/ widowed), no kids ",,
06-10-2022 01:48,06-10-2022 01:54,R_2bWyOTGKTjB3GO5,,,,0.2395022064,0.5281888843,0.0,,Mumbai,26-30,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van",Shop or Store Owner,20-25 Lacs,"Married, with kid(s)",10-15 years old,
06-10-2022 01:45,06-10-2022 01:54,R_1i2TX5w6Zmy94HQ,,9.0,It is a perfect brand.. It's products are of amazing quality.,0.0016845486,0.0127808349,0.9855344296,Promoter,Mumbai,22-25,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator",Executive-Middle/ Senior management,5-10 Lacs,"Married, with kid(s)",Below 10 years old,
06-10-2022 01:48,06-10-2022 01:54,R_3s0mdtZ3n64dJxJ,,,,0.2395022064,0.5281888843,0.0,,Ahmedabad,36-40,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine",Importer or Trader,Below 5 Lacs,"Married, with kid(s)",10-15 years old,
06-10-2022 01:39,06-10-2022 01:55,R_24iP9aiMZu2yWCV,5.0,,,0.2395022064,0.5281888843,0.0,,Mumbai,26-30,Male,SSC / HSC,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Personal computer/ Laptop",Other occupations,5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,
06-10-2022 01:46,06-10-2022 01:55,R_5p6CmoJFYEK8qwV,,,,0.2395022064,0.5281888843,0.0,,Mumbai,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Junior/ Supervisory,5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,
06-10-2022 01:48,06-10-2022 01:55,R_3jcd1kjVTjjRu2d,,,,0.2395022064,0.5281888843,0.0,,Lucknow,36-40,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Business owner or Industrialist with 1-49 employees,10-15 Lacs,"Married, with kid(s)",Above 20 years old,
06-10-2022 01:41,06-10-2022 01:55,R_1IK5GhtEEU0a6Op,,,,0.2395022064,0.5281888843,0.0,,Lucknow,31-35,Female,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,20-25 Lacs,"Married, with kid(s)",Below 10 years old,
06-10-2022 01:44,06-10-2022 01:55,R_V3ApepQcClTFjG1,,8.0,I like that brand because it gives very good quality products,0.0020822408,0.0162186641,0.9816989899,Promoter,Hyderabad,22-25,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator",Student,,"Married, no kids ",,
06-10-2022 01:47,06-10-2022 01:56,R_1N38zW7rocGReNx,0.0,5.0,Godrej is not have good features and stores,0.5855148435,0.3770007491,0.0374843813,passive,Kolkata,22-25,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Executive-Junior/ Supervisory,5-10 Lacs,"Married, no kids ",,
06-10-2022 01:51,06-10-2022 01:56,R_3JaONBlzT0vwe7S,,10.0,Really very good brand ,0.0041988017,0.0532996282,0.942501545,Promoter,Kolkata,36-40,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,5-10 Lacs,"Single (includes divorced/ widowed), no kids ",,
06-10-2022 01:43,06-10-2022 01:57,R_1LbaCvE9YUrWq9V,,10.0,Its quality is very good,0.0032032805,0.0363566801,0.9604399204,Promoter,Kolkata,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,10-15 Lacs,"Married, with kid(s)",Below 10 years old,
06-10-2022 01:48,06-10-2022 01:57,R_2wHqp96vyqkAPra,,10.0,Quality assurance ,0.1172343194,0.6914685965,0.1912971437,passive,New Delhi NCR,31-35,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,25-30 Lacs,"Married, with kid(s)",10-15 years old,
06-10-2022 01:47,06-10-2022 01:58,R_2OTrhwDv53x3QQR,,9.0,it has different types of products and has very good models,0.0034591155,0.0737144575,0.9228264093,Promoter,Hyderabad,22-25,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,15-20 Lacs,"Single (includes divorced/ widowed), no kids ",,
06-10-2022 01:49,06-10-2022 01:59,R_zdLDLPnisr2KsIp,,10.0,I like the products because it's safe and secure ,0.0041208556,0.0613439418,0.9345351458,Promoter,Bangalore,22-25,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Business owner or Industrialist with 50 or more employees,15-20 Lacs,"Married, with kid(s)",Below 10 years old,
06-10-2022 01:34,06-10-2022 02:00,R_2ROFaLzaPJMcRSZ,,10.0,"Because i know very well about Godrej.
",0.0470146798,0.6989583969,0.2540268898,passive,Bangalore,26-30,Male,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Executive-Middle/ Senior management,15-20 Lacs,"Single (includes divorced/ widowed), no kids ",,
06-10-2022 01:46,06-10-2022 02:00,R_3nvE6KbmZD41nLb,7.0,10.0,Their products was very good and long lasting and modern,0.0013991453,0.0154952761,0.9831055403,Promoter,Kochi,31-35,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop,Car/ Jeep/ Van,Air Conditioner",Other occupations,5-10 Lacs,"Married, with kid(s)",Below 10 years old,
06-10-2022 01:49,06-10-2022 02:01,R_2S78P6MaDjh52xz,,,,0.2395022064,0.5281888843,0.0,,Bangalore,31-35,Female,Graduation/ Post Graduation: General,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine,Personal computer/ Laptop",Executive-Junior/ Supervisory,5-10 Lacs,"Married, no kids ",,
06-10-2022 01:45,06-10-2022 02:01,R_24BmOL9180RoPSK,8.0,,,0.2395022064,0.5281888843,0.0,,Hyderabad,31-35,Female,SSC / HSC,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Washing machine",Not working,,"Married, with kid(s)",10-15 years old,
06-10-2022 01:45,06-10-2022 02:04,R_2xKMoObKLOUPl8f,5.0,,,0.2395022064,0.5281888843,0.0,,Bangalore,31-35,Male,Graduation/ Post Graduation: Professional,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Two-Wheeler,Colour TV,Refrigerator,Personal computer/ Laptop",Service (Rural or Urban),5-10 Lacs,"Married, with kid(s)",Below 10 years old,
06-10-2022 01:52,06-10-2022 02:05,R_1dnRUPEHh3UOq63,8.0,,,0.2395022064,0.5281888843,0.0,,Hyderabad,18-21,Female,Some College (Incl Diploma) but not Grad ,"Electricity connection,Ceiling Fan,LPG Stove/ Gas Connection,Colour TV,Refrigerator,Washing machine",Student,,"Single (includes divorced/ widowed), no kids ",,
